3468305,6527249,1502,1502,1502
3028,9987946,3028,3028,3028
728,5315281,728,2151856,2531467
1960,9992220,1960,1960,1960
1899,9992463,1899,1899,1899
15996,9936076,15996,15996,15996
1683,9993328,1683,1683,1683
625,9997560,625,625,625
1899,9992463,1899,1899,1899
1683,9993328,1683,1683,1683
1683,9993328,1683,1683,1683
9993127,1733,1733,1733,1733
9993127,1733,1733,1733,1733
5451584,1733,1733,4543276,1733
2762878,778,778,7234849,778
6147024,3302,3302,3843129,3302
1489776,1588,1588,7442527,1064580
526892,526892,1184535,7760963,778
1373003,1422,1422,6271508,2352704
3386372,1074,1074,6610464,1074
6899317,870,870,3098132,870
6504560,667,667,3493499,667
1841,1429106,1841,8565430,1841
2424050,977,977,7573079,977
2602505,832,832,5478038,1917854
3213909,2261833,652,4523013,652
652,714709,652,6427165,2856880
1186918,1156,1156,8132094,678734
1156,509340,1156,9487251,1156
1544,2083281,1544,7912146,1544
2142781,1247,1247,7853538,1247
1886880,1348,1348,8109136,1348
870,870,870,8025594,1971855
1169154,779690,761,6362015,1688440
1733,1591273,910042,7495278,1733
919876,919876,690060,5401291,2068957
1786,698841,1786,9295860,1786
2575492,977,152419,7270195,977
3808956,1547776,652,4642023,652
1291283,2684,2684,5157079,3546330
1544,2291455,1544,7703972,1544
932,932,932,8379428,1617835
1964320,1247,1247,8031999,1247
1207374,1185,1185,7582941,1207374
9998044,504,504,504,504
2133293,795,795,7864381,795
1049,1049,1049,8726681,1270232
3199142,2199867,1461,4598128,1461
2999287,2000012,1461,4997838,1461
561,220281,561,9778096,561
483,6631575,483,2142835,1224684
561,561,220281,9778096,561
483,6325524,483,2040819,1632751
561,561,220281,9778096,561
324,8533474,324,517485,948452
1247,4462776,1247,2142781,3392009
7180842,2583,2583,2811467,2583
6323320,1502,1502,1502,3672235
6664259,3332654,1049,1049,1049
8726681,1270232,1049,1049,1049
8993194,1960,1960,1960,1000986
7744411,1000986,1960,1250742,1960
7117894,310,310,310,2881237
5664632,4332043,1128,1128,1128
6664721,851,851,3332786,851
9987946,3028,3028,3028,3028
5650544,911,911,4346782,911
1733,9993127,1733,1733,1733
9996879,795,795,795,795
8227861,2400,2400,1764999,2400
9987946,3028,3028,3028,3028
6387060,851,851,3610447,851
9996879,795,795,795,795
8330290,1363955,977,977,303861
7163795,2832880,1128,1128,1128
6731179,1502,613291,2652587,1502
7189534,786877,586,2022477,586
6418252,2222158,697,1358256,697
8353571,1643993,832,832,832
7494655,751229,1960,1750255,1960
1960,8243924,1960,1960,1750255
3160,5549970,3160,1852097,2591672
2906,9988437,2906,2906,2906
1384,9994523,1384,1384,1384
455887,9538973,1733,1733,1733
1049,8726681,1270232,1049,1049
1049,8726681,1270232,1049,1049
1786,9992916,1786,1786,1786
1384,9994523,1384,1384,1384
1313,2407154,1313,3332478,4257801
1000,2307552,7689507,1000,1000
1074,6126851,1074,162279,3708781
2000012,2363418,1279,1279,5634071
561,9997816,561,561,561
1544,9577536,417892,1544,1544
2024,8455050,1538938,2024,2024
1786,9992916,1786,1786,1786
1156,9995434,1156,1156,1156
1786,9992916,1786,1786,1786
1313,2222090,1313,2777284,4998060
1000,2922633,7074426,1000,1000
1074,5965646,1074,1074,4031190
2000012,2908527,1279,1279,5088962
561,9997816,561,561,561
1544,9369362,626065,1544,1544
2024,8711202,1282785,2024,2024
1786,9992916,1786,1786,1786
1156,9995434,1156,1156,1156
977,5755775,2726934,1515397,977
2272504,3862044,3862044,1733,1733
4713,9981207,4713,4713,4713
2684,9667174,2684,2684,324834
2091,9991695,2091,2091,2091
2024,9991964,2024,2024,2024
2557656,7437045,1786,1786,1786
1156,7115727,1356313,1156,1525707
652,652,7974288,652,2023814
500849,5831206,2999454,1128,667423
638,3764165,4587436,638,1647181
652,652,8212307,652,1785795
2684,3546330,6445677,2684,2684
807098,1074,8222511,1074,968302
2906,5856493,4134850,2906,2906
1049,8092090,1049,1049,1904823
1101,8357204,1101,1101,1639553
911,8982379,911,911,1014948
611,6895096,1379508,611,1724233
813,2702433,3783081,813,3512919
744,1282326,2820224,2435750,3461015
3999,7262228,3999,3999,2725835
3160,8138482,3160,3160,1852097
5665650,573,573,1333532,2999731
1700079,462,462,1000237,7298819
7202627,310,310,310,2796503
3434973,226,226,5648477,916158
2254859,1176660,443,1176660,5391438
2232973,433,433,1165236,6600985
6290360,0,0,1129039,2580660
15,15,15,15,10000000
1453087,2051286,317,4614998,1880372
5939738,2772119,452,452,1287298
4888625,4814558,203,296471,203
493,493,2371057,2164921,5463096
3358645,226,226,5724805,916158
3076196,4229251,1384,1384,2691845
51,51,51,51,9999857
31,31,31,31,9999937
493,493,2989464,1855717,5153892
203,203,203,2962883,7036567
2744949,443,443,7253782,443
5536712,909254,289,289,3553516
6505415,0,0,1559149,1935495
5759871,978547,549,3151876,109215
203,203,203,3259151,6740300
2684,9989324,2684,2684,2684
2400,9990459,2400,2400,2400
2091,9991695,2091,2091,2091
2024,9991964,2024,2024,2024
2400,9990459,2400,2400,2400
1960,7494655,2499525,1960,1960
1571629,8425760,890,890,890
1169154,8828623,761,761,761
1428834,8568554,890,890,890
380,917642,380,3210798,5870860
1028236,1308556,397,1401996,6260874
851,833835,851,2360972,6803552
209,1343360,746404,4999717,2910370
542219,65,2168682,4758975,2530118
125,125,132567,1854325,8012918
310,169776,2711770,1779706,5338498
339,339,3333127,2017553,4648701
744,744,2820224,4101806,3076541
591758,54,887609,3431934,5088704
289,330821,289,4793014,4875647
388,388,555839,3888545,5554899
800881,1461,1461,2000012,7196244
1216,1216,1216,1053214,8943199
370940,697,697,1851914,7775812
2229301,700706,1465003,700706,4904344
977,1818281,977,977,8178848
759950,633413,728,3164152,5441817
1277178,1588,1064580,1588,7655125
101459,472,1010341,3434025,5453762
611,919876,611,1609324,7469636
832,137762,832,1917854,7942780
125,125,125,2317875,7681811
778,778,658420,3946635,5393449
226,226,687175,3205990,6106443
681,681,2804620,4633276,2560800
737887,282,1639405,1967229,5655256
3028,3028,3028,4282279,5708695
371,371,545728,7998934,1454655
197362,1422,1422,1422,9798432
138,3175613,138,3580993,3243177
1049,1270232,1746175,2380767,4601837
3401736,103561,493,3917076,2577193
1786,1786,1786,3951768,6042934
72,72,1036626,7194977,1768312
1635,1635,1635,3477073,6518082
932,294915,932,3822702,5880578
257060,744,744,4742597,4998914
561,561,220281,9778096,561
1185,3275125,1379686,1207374,4136688
4719205,2237,2237,3331862,1944518
1461,4198418,1461,2199867,3598853
1751859,657067,4233387,2262762,1094984
890,5569872,4427517,890,890
870,3942840,6054609,870,870
1074,4031190,5965646,1074,1074
1384,2499669,7111887,385736,1384
1786,4416471,4881175,1786,698841
7715868,2272195,3999,3999,3999
3268372,4805778,1923142,1384,1384
2307395,4612765,2024,2024,3075852
3455,6791747,3455,3455,3197946
2799432,1461,1000736,2399722,3798708
2142738,2380616,1841,1191228,4283636
1733,1733,4543276,1818350,3634967
4994032,3999,3999,3999,4994032
5877729,1471232,2400,2400,2646298
3123565,5308253,2583,2583,1563074
5432008,4563148,1635,1635,1635
2458778,1101,5407991,1101,2131088
3468305,2856516,1502,3672235,1502
1733,6586970,3407890,1733,1733
1207374,4825939,3964376,1185,1185
932,5733587,4263676,932,932
2489,3937004,4239659,1818419,2489
1635,6083653,3911503,1635,1635
1185,4998251,4998251,1185,1185
1000,1000,9073438,1000,923621
813,813,7295187,813,2702433
870,870,6476963,282439,3238917
1049,8726681,1270232,1049,1049
932,2058808,4998631,1911817,1029870
1216,4209208,4209208,1579213,1216
932,882879,7056507,2058808,932
795,8930630,795,1067044,795
1348,189901,6223604,3395306,189901
1000,1000,9073438,1000,923621
813,813,7295187,813,2702433
1841,1904861,5235145,1841,2856371
1049,8568033,1428880,1049,1049
870,1408716,2957347,564009,5069117
667201,795,1866731,3466104,3999229
1447592,1316063,1184535,3288992,2762878
1348,1886880,189901,3206752,4715178
812101,2162,2162,2431979,6751654
851,417343,5554076,851,4026939
611,611,8618717,1264600,115520
598,4090308,5907956,598,598
744,385219,4101806,744,5511547
625,625,625,625,9997560
2237,2237,9991111,2237,2237
4451,4451,9982254,4451,4451
267357,795,5865164,1600169,2266574
870,870,8025594,1971855,870
1000,2307552,4614104,2461322,616081
1156,1156,6268754,2033891,1695102
890,857657,4998694,890,4141928
1422,1422,7839030,197362,1960824
638,638,5763538,471079,3764165
598,1023026,4771926,598,4203911
310,932374,3643835,2033905,3389635
1960,501473,3998064,1960,5496603
1568732,443,4019185,686569,3725131
728,728,6960261,728,3037615
728,728,6327576,728,3670300
561,879440,6042858,2197760,879440
977,977,7724521,1969723,303861
256,1031876,5079001,3888670,256
1348,1348,3960965,3206752,2829646
639383,1702374,4040955,1588,3615759
1899,1899,2925967,5362690,1707605
2184859,303,7814293,303,303
586,1348513,6178588,2471787,586
2237,2237,7771361,2237,2221987
2489,2489,9687449,305144,2489
2906,2906,8266793,2906,1724549
586,586,8762116,586,1236186
324,948452,4137609,1724193,3189481
652,238671,3689947,1785795,4284994
1461,1461,2199867,3199142,4598128
1247,1247,5890465,1247,4105853
1216,1216,8943199,1053214,1216
1216,1929879,8066534,1216,1216
1247,1247,3392009,2678164,3927392
1024,1024,3280613,4373810,2343588
795,795,5865164,2000012,2133293
1279,2181715,6905992,909794,1279
977,977,6967311,3029818,977
728,728,6454113,728,3543763
761,779690,5583086,761,3635763
813,813,6484701,2702433,811299
504,521209,5103415,1770902,2604030
515,2000012,6630426,737172,631935
483,2142835,6019474,1836785,483
954,1641972,8355225,954,954
1422,1422,9994372,1422,1422
2684,1613432,8378576,2684,2684
179708,1247,6068926,715092,3035087
851,1111496,3888109,851,4998754
1101,9995656,1101,1101,1101
433,7474587,485768,2038839,433
598,9997666,598,598,598
770481,8198898,2024,1026633,2024
778,8813192,778,1184535,778
667,667,9515622,241552,241552
1156,1156,7285122,2711469,1156
2333298,296,7665875,296,296
1502,1502,9994053,1502,1502
1101,1101,8684895,1101,1311862
345098,603678,7843926,86518,1120839
424,577228,7018209,2403775,424
697,1111427,6665081,697,2222158
2237,1389581,8603768,2237,2237
1384,1384,8457117,193560,1346614
537,215535,7417943,537,2365507
1960,1960,9992220,1960,1960
638,638,6233979,1764791,2000012
2316,2316,6280788,2856167,858471
504,504,4686851,3020594,2291607
73720,198,7058366,1250082,1617694
681,681,6583843,1585517,1829337
1156,2033891,7115727,1156,848129
681,681,6340022,1463606,2195069
1786,1786,1786,3951768,6042934
509340,509340,6776938,2203285,1156
3999,457638,3179474,3999,6354950
1128,1128,4498617,1000570,4498617
1461,4598128,5397549,1461,1461
954,1641972,8355225,954,954
1422,1422,9994372,1422,1422
2684,1613432,8378576,2684,2684
573,1555692,3332971,4110531,1000293
954,1940339,8056858,954,954
1422,1422,9994372,1422,1422
795,2533136,5998445,1466887,795
795,3066261,5465321,1466887,795
2024,3844308,3588156,2024,2563547
1632939,1502,7546897,817220,1502
2237,279706,3609330,6106549,2237
911,911,2463572,911,7533755
911,911,2608434,911,7388893
977,977,3938470,3484144,2575492
4214,2855354,7132063,4214,4214
2906,2906,6889479,2906,3101864
1313,1313,6663643,2222090,1111701
2091,3156703,3419587,2091,3419587
667792,7994999,1333902,1683,1683
1101,820327,6391062,2622624,164946
2791,2791,9988895,2791,2791
1247,1247,5355082,1785858,2856625
813,813,3783081,1621785,4593567
2127571,1588,4040955,3828357,1588
3802,3802,9984852,3802,3802
1024,1024,1875075,2499759,5623177
1024,1024,2187417,2343588,5467006
611,3332946,3677670,2988221,611
611,4022394,2528589,3447854,611
2024,8455050,2024,2024,1538938
1750099,6623393,712,750449,875406
5157079,3868480,2684,2684,969133
2024,9223507,2024,770481,2024
504,5728261,833632,504,3437158
1718904,5935519,1024,1024,2343588
5678661,4089121,228810,1733,1733
1384,7880590,1384,2115317,1384
3395306,3395306,1348,3206752,1348
1216,5962538,1216,2455878,1579213
3570470,3570470,1247,2856625,1247
2981877,7014536,1216,1216,1216
2682294,5119017,1220261,976588,1899
1247,1785858,1250475,3927392,3035087
2542074,3389047,1156,3389047,678734
3619751,1896624,1185,1185,4481314
781879,5467006,1024,3749126,1024
890,4141928,714862,286479,4855900
1899,6093706,1899,976588,2925967
6814047,3180813,1733,1733,1733
5183125,2962348,1313,1851960,1313
8940157,1053628,2091,2091,2091
9705409,287701,2316,2316,2316
8508269,3160,3160,1482310,3160
9977281,5695,5695,5695,5695
9987418,3160,3160,3160,3160
9986237,3455,3455,3455,3455
9069484,1313,1313,926637,1313
7993099,2000012,2316,2316,2316
9989726,2583,2583,2583,2583
9323155,2791,2791,2791,668531
9983202,4214,4214,4214,4214
9973732,6582,6582,6582,6582
8082443,4214,4214,1904974,4214
9971550,7127,7127,7127,7127
6299044,2899809,462,800282,462
9981207,4713,4713,4713,4713
8931050,4713,1054870,4713,4713
7422329,2570782,2316,2316,2316
9985573,3622,3622,3622,3622
9980043,5004,5004,5004,5004
6808589,3179474,3999,3999,3999
8324544,2791,2791,2791,1667142
8210460,1072014,1247,1247,715092
8837516,1159810,911,911,911
9992463,1899,1899,1899,1899
9992463,1899,1899,1899,1899
7447150,2548644,1422,1422,1422
761,9997017,761,761,761
2906,9988437,2906,2906,2906
6109,9975625,6109,6109,6109
1247,9459688,1247,536630,1247
3999,9076786,911277,3999,3999
1279,2545121,4180447,1279,3271933
6582,8549854,6582,6582,1430460
2316,8849254,858471,2316,287701
1841,2618493,4045758,1841,3332126
2024,4868918,4100461,2024,1026633
1461,4598128,2399722,2999287,1461
2058765,7934094,2400,2400,2400
1641972,7310941,299321,954,746871
2791,7991674,2791,2000012,2791
1960,9492707,501473,1960,1960
954,9996243,954,954,954
1384,4421426,3460548,1384,2115317
954,6415841,3133806,448504,954
1313,2777284,926637,6293513,1313
1074,4031190,5965646,1074,1074
1683,2666122,1683,1683,7328890
1380220,8611122,2906,2906,2906
6109,9975625,6109,6109,6109
1544,1544,1544,1042413,8953014
932,9996330,932,932,932
890,8568554,1428834,890,890
4451,6490023,4451,3496682,4451
1588,1588,1588,1489776,8505518
561,4944258,2637200,2417480,561
625,2557980,698085,465599,6277770
667,6745445,667,667,3252614
890,3570750,890,890,6426638
1156,9995434,1156,1156,1156
778,7629435,2368292,778,778
363,4774299,3513260,1441551,270586
761,9997017,761,761,761
2316,8849254,1143857,2316,2316
2906,9988437,2906,2906,2906
2819699,5637375,1538938,2024,2024
3029039,6963554,2489,2489,2489
2791,8657415,2791,1334272,2791
656481,4916456,1311862,1311862,1803398
1960,9492707,501473,1960,1960
954,9996243,954,954,954
890,3285161,890,890,6712227
1074,4837213,5159623,1074,1074
1683,2888158,1683,1683,7106853
2906,9988437,2906,2906,2906
932,9996330,932,932,932
4451,5991133,4451,3995572,4451
667,6263676,667,667,3734384
1156,9995434,1156,1156,1156
1960,9492707,501473,1960,1960
8996105,1128,1128,1000570,1128
6967311,1061071,977,1969723,977
6525891,1527988,851,1944480,851
8661109,1683,1683,1333902,1683
8120319,1544,1544,1875108,1544
6771098,1732327,250,1496135,250
8682976,3802,3802,1305678,3802
4105853,3035087,1250475,1607397,1247
3141552,3426937,2316,3426937,2316
652,3451928,652,3094899,3451928
1422,1422,1422,9994372,1422
3302,387285,2307198,7298972,3302
9402402,652,652,595700,652
638,638,4116995,3999385,1882402
3776304,1683,1683,6218707,1683
3076817,232,232,6922548,232
1422,1422,1422,9994372,1422
681,2073158,681,4267545,3657993
1269942,1111231,952521,5555134,1111231
1683,1683,2222048,3332231,4442414
4457038,241552,1445976,3854826,667
9402402,652,652,595700,652
3648000,813,2027028,4323405,813
5496603,1960,1960,4497577,1960
99,99,7961535,2038227,99
1515397,977,3484144,4998565,977
347,347,8317537,1681481,347
310,339242,3304902,4067501,2288105
943616,406,6225595,1792506,1037937
99,99,8343684,1656078,99
795,3599385,2266574,4132510,795
588689,638,3528944,4234606,1647181
396405,452,4454917,4256941,891345
5404053,813,813,4593567,813
3461390,232,232,6537975,232
3836658,625,625,6161527,625
2134805,586,4044369,3819714,586
5752934,2489,2489,4239659,2489
5246846,1960,1960,4747333,1960
1842281,2091,3945356,3682471,527860
6478578,2777284,741572,1313,1313
347,347,7875133,2123885,347
59940,61,7425028,2514969,61
2588063,638,638,6351589,1059130
795,3732666,1866731,4399072,795
332,1130586,7390454,1478356,332
4219787,380,380,5779133,380
1190587,952521,1190587,5634489,1031876
3732666,795,795,6265008,795
1101,9995656,1101,1101,1101
932,9996330,932,932,932
932,9996330,932,932,932
2542074,7454516,1156,1156,1156
1156,6776938,3219653,1156,1156
397,9998472,397,397,397
1074,9995762,1074,1074,1074
1384,9994523,1384,1384,1384
2666306,7330369,1128,1128,1128
433,9998327,433,433,433
1074,9995762,1074,1074,1074
1502,8770475,1225079,1502,1502
1502,8770475,1225079,1502,1502
9988437,2906,2906,2906,2906
7986694,4451,4451,4451,2000012
4611094,5379059,3302,3302,3302
6204440,3792063,1185,1185,1185
9189739,1074,1074,807098,1074
9980043,5004,5004,5004,5004
8737829,3622,3622,1251365,3622
7325934,2791,2665752,2791,2791
8563869,2316,573086,858471,2316
8034970,1422,1422,1960824,1422
8470883,1156,1156,1525707,1156
8082443,1904974,4214,4214,4214
9871026,32258,32258,32258,32258
9987946,3028,3028,3028,3028
1247,2499703,2321242,5176620,1247
3124150,1544,1544,4997714,1875108
741572,1313,1313,5183125,4072737
1101,984172,1101,6063372,2950314
712,712,712,8247824,1750099
545508,68,2121221,4363581,2969681
182,182,182,3956680,6042834
289,289,578721,9420472,289
1287965,1136465,681967,4545202,2348460
851,1389157,851,5137584,3471617
214,1127920,1127920,4886938,2857068
2727071,598,1250232,5567147,455011
80,1234606,80,7098605,1666690
598,598,598,6703178,3295087
3997233,2791,2791,5994454,2791
911,911,911,8258067,1739260
2915976,1544,1544,4789540,2291455
712,712,712,7747999,2249924
289,289,413455,9585739,289
182,182,182,3812808,6186707
549,2717211,1304547,4347207,1630546
2091,1316513,2091,8677273,2091
1127920,214,827198,2781888,5262840
269,269,484078,4515818,4999627
380,380,2843893,6879848,275558
21,558678,2011185,6312841,1117334
21,1117334,3016767,4636871,1229066
120,197478,120,7368142,2434199
162,162,162,8600916,1398658
598,598,598,6589575,3408690
433,2330039,433,6018583,1650571
1049,1049,1049,9202625,794288
4542314,2489,2489,2423729,3029039
9986851,3302,3302,3302,3302
4466152,1064580,1588,4253553,214187
4853863,2316,2316,5139248,2316
5850034,1899,1899,4144328,1899
4136688,1185,1185,690436,5170564
3619751,1185,1185,4825939,1551999
2428395,890,890,7568993,890
5436539,1216,1216,2806544,1754546
2343588,781879,1024,3436784,3436784
5603418,561,1978040,2417480,561
1666934,1544,1544,8328493,1544
3147413,1313,1313,6848707,1313
1636606,6360883,2000012,1279,1279
3772412,1509774,1348,4715178,1348
3055491,157,1041748,4305400,1597263
3945356,2091,2091,6048430,2091
9785709,209718,1544,1544,1544
397,397,8129673,1588876,280717
6327324,3664363,2791,2791,2791
6289545,3701034,3160,3160,3160
1074,4998418,1074,4998418,1074
2972595,813,3648000,3377838,813
6029668,1428880,635640,1904823,1049
5436539,1216,1216,4559874,1216
3102813,1185,1185,5170564,1724312
2856778,890,890,7140610,890
